id,split,source,cve_id,cwe,attck_tags,perturbation_strategy,difficulty,path_hops,num_nodes,num_edges,data_license
AVP-R-0813,train,lmdg-synthetic,CVE-2023-64937,CWE-306,T1018;T1029,Slow Exfiltration,1,6,7,6,CC-BY-4.0
AVP-R-0814,train,lanl,CVE-2023-53840,CWE-287,T1078,Noisy Decoy,1,4,5,4,CC-BY-4.0
AVP-R-0815,train,mitre-engenuity,CVE-2021-51511,CWE-307,T1078,Noisy Decoy,1,5,6,5,CC-BY-4.0
AVP-R-0816,train,mitre-engenuity,CVE-2021-66307,CWE-306,T1557.001,NTLM Relay,3,9,10,9,CC-BY-4.0
AVP-R-0817,train,lanl,CVE-2021-49045,CWE-384,T1078,Noisy Decoy,3,9,10,9,CC-BY-4.0
AVP-R-0818,train,lmdg-synthetic,CVE-2023-60005,CWE-384,T1021.004;T1557.001,NTLM Relay,4,8,9,8,CC-BY-4.0
AVP-R-0819,train,mitre-engenuity,CVE-2022-49182,CWE-613,T1078.001,Role Confusion,1,9,10,9,CC-BY-4.0
AVP-R-0820,train,lanl,CVE-2023-38633,CWE-200,T1078,Noisy Decoy,1,9,10,9,CC-BY-4.0
AVP-R-0821,train,lanl,CVE-2023-13562,CWE-613,T1047;T1569.002,Tool Injection,1,10,11,10,CC-BY-4.0
AVP-R-0822,train,lanl,CVE-2022-12603,CWE-200,T1078,Noisy Decoy,3,6,7,6,CC-BY-4.0
AVP-R-0823,train,lanl,CVE-2021-12877,CWE-306,T1078.001,Role Confusion,3,7,8,7,CC-BY-4.0
AVP-R-0824,train,mitre-engenuity,CVE-2022-54114,CWE-798,T1029,Slow Exfiltration,3,6,7,6,CC-BY-4.0
AVP-R-0825,train,mitre-engenuity,CVE-2023-13973,CWE-200,T1047;T1569.002,Tool Injection,1,6,7,6,CC-BY-4.0
AVP-R-0826,train,mitre-engenuity,CVE-2021-14521,CWE-307,T1078.001,Role Confusion,1,8,9,8,CC-BY-4.0
AVP-R-0827,train,lanl,CVE-2021-10822,CWE-613,T1078,Noisy Decoy,1,10,11,10,CC-BY-4.0
AVP-R-0828,train,mitre-engenuity,CVE-2022-38496,CWE-640,T1047;T1569.002,Tool Injection,1,9,10,9,CC-BY-4.0
AVP-R-0829,train,lanl,CVE-2023-39044,CWE-798,T1029,Slow Exfiltration,4,10,11,10,CC-BY-4.0
AVP-R-0830,train,lmdg-synthetic,CVE-2021-11644,CWE-798,T1029;T1059.001,Slow Exfiltration,1,6,7,6,CC-BY-4.0
AVP-R-0831,train,lanl,CVE-2023-60827,CWE-306,T1078,Noisy Decoy,3,10,11,10,CC-BY-4.0
AVP-R-0832,train,lanl,CVE-2023-61238,CWE-521,T1078.001,Role Confusion,1,8,9,8,CC-BY-4.0
AVP-R-0833,train,lanl,CVE-2021-37537,CWE-306,T1078.001,Role Confusion,4,8,9,8,CC-BY-4.0
AVP-R-0834,train,lmdg-synthetic,CVE-2021-52333,CWE-200,T1021.004;T1029,Slow Exfiltration,1,5,6,5,CC-BY-4.0
AVP-R-0835,train,lanl,CVE-2022-45072,CWE-613,T1029,Slow Exfiltration,2,6,7,6,CC-BY-4.0
AVP-R-0836,train,mitre-engenuity,CVE-2022-42195,CWE-384,T1557.001,NTLM Relay,1,6,7,6,CC-BY-4.0
AVP-R-0837,train,mitre-engenuity,CVE-2023-34112,CWE-613,T1047;T1569.002,Tool Injection,1,9,10,9,CC-BY-4.0
AVP-R-0838,train,lanl,CVE-2022-49182,CWE-613,T1078.001,Role Confusion,1,10,11,10,CC-BY-4.0
AVP-R-0839,train,mitre-engenuity,CVE-2022-47127,CWE-306,T1029,Slow Exfiltration,1,4,5,4,CC-BY-4.0
AVP-R-0840,train,lanl,CVE-2023-49730,CWE-287,T1078,Noisy Decoy,1,7,8,7,CC-BY-4.0
AVP-R-0841,train,mitre-engenuity,CVE-2021-14110,CWE-287,T1557.001,NTLM Relay,1,8,9,8,CC-BY-4.0
AVP-R-0842,train,lmdg-synthetic,CVE-2021-16576,CWE-640,T1059.001;T1557.001,NTLM Relay,1,8,9,8,CC-BY-4.0
AVP-R-0843,train,lanl,CVE-2021-12466,CWE-640,T1029,Slow Exfiltration,2,5,6,5,CC-BY-4.0
AVP-R-0844,train,mitre-engenuity,CVE-2023-13151,CWE-307,T1029,Slow Exfiltration,1,5,6,5,CC-BY-4.0
AVP-R-0845,train,mitre-engenuity,CVE-2022-50004,CWE-798,T1029,Slow Exfiltration,4,7,8,7,CC-BY-4.0
AVP-R-0846,train,lanl,CVE-2021-34660,CWE-287,T1047;T1569.002,Tool Injection,3,10,11,10,CC-BY-4.0
AVP-R-0847,train,mitre-engenuity,CVE-2023-48497,CWE-306,T1557.001,NTLM Relay,1,9,10,9,CC-BY-4.0
AVP-R-0848,train,lanl,CVE-2021-61786,CWE-640,T1029,Slow Exfiltration,1,10,11,10,CC-BY-4.0
AVP-R-0849,train,lanl,CVE-2021-42880,CWE-287,T1557.001,NTLM Relay,3,8,9,8,CC-BY-4.0
AVP-R-0850,train,lanl,CVE-2022-46716,CWE-640,T1078,Noisy Decoy,4,10,11,10,CC-BY-4.0
AVP-R-0851,train,lanl,CVE-2023-61649,CWE-620,T1029,Slow Exfiltration,1,7,8,7,CC-BY-4.0
AVP-R-0852,train,mitre-engenuity,CVE-2021-12055,CWE-384,T1047;T1569.002,Tool Injection,4,9,10,9,CC-BY-4.0
AVP-R-0853,train,mitre-engenuity,CVE-2023-64115,CWE-384,T1047;T1569.002,Tool Injection,2,7,8,7,CC-BY-4.0
AVP-R-0854,train,lanl,CVE-2022-50004,CWE-798,T1029,Slow Exfiltration,1,7,8,7,CC-BY-4.0
AVP-R-0855,train,lmdg-synthetic,CVE-2022-33975,CWE-384,T1018;T1557.001,NTLM Relay,1,9,10,9,CC-BY-4.0
AVP-R-0856,train,lanl,CVE-2021-51511,CWE-307,T1047;T1569.002,Tool Injection,3,5,6,5,CC-BY-4.0
AVP-R-0857,train,lmdg-synthetic,CVE-2021-66718,CWE-521,T1029;T1059.003,Slow Exfiltration,1,10,11,10,CC-BY-4.0
AVP-R-0858,train,lanl,CVE-2021-44524,CWE-798,T1047;T1569.002,Tool Injection,1,8,9,8,CC-BY-4.0
AVP-R-0859,train,mitre-engenuity,CVE-2023-61649,CWE-620,T1078.001,Role Confusion,2,6,7,6,CC-BY-4.0
AVP-R-0860,train,lanl,CVE-2021-55210,CWE-287,T1047;T1569.002,Tool Injection,4,10,11,10,CC-BY-4.0
AVP-R-0861,train,lmdg-synthetic,CVE-2021-49456,CWE-640,T1029;T1059.001,Slow Exfiltration,1,5,6,5,CC-BY-4.0
AVP-R-0862,train,lmdg-synthetic,CVE-2023-51785,CWE-384,T1049;T1078.001,Role Confusion,2,7,8,7,CC-BY-4.0
AVP-R-0863,train,lmdg-synthetic,CVE-2022-14247,CWE-306,T1021.004;T1078,Noisy Decoy,1,7,8,7,CC-BY-4.0
AVP-R-0864,train,lanl,CVE-2022-47949,CWE-620,T1047;T1569.002,Tool Injection,2,8,9,8,CC-BY-4.0
AVP-R-0865,train,lmdg-synthetic,CVE-2023-46442,CWE-613,T1021.001;T1078,Noisy Decoy,1,10,11,10,CC-BY-4.0
AVP-R-0866,train,lanl,CVE-2022-57402,CWE-613,T1047;T1569.002,Tool Injection,1,5,6,5,CC-BY-4.0
AVP-R-0867,train,mitre-engenuity,CVE-2022-10548,CWE-521,T1047;T1569.002,Tool Injection,1,8,9,8,CC-BY-4.0
AVP-R-0868,train,mitre-engenuity,CVE-2022-50826,CWE-640,T1029,Slow Exfiltration,3,7,8,7,CC-BY-4.0
AVP-R-0869,train,mitre-engenuity,CVE-2021-63430,CWE-287,T1078,Noisy Decoy,1,8,9,8,CC-BY-4.0
AVP-R-0870,train,lanl,CVE-2021-64252,CWE-613,T1029,Slow Exfiltration,1,7,8,7,CC-BY-4.0
AVP-R-0871,train,mitre-engenuity,CVE-2021-33838,CWE-521,T1557.001,NTLM Relay,1,5,6,5,CC-BY-4.0
AVP-R-0872,train,lanl,CVE-2021-46990,CWE-287,T1047;T1569.002,Tool Injection,2,6,7,6,CC-BY-4.0
AVP-R-0873,train,lmdg-synthetic,CVE-2022-13836,CWE-640,T1049;T1078,Noisy Decoy,3,7,8,7,CC-BY-4.0
AVP-R-0874,train,mitre-engenuity,CVE-2023-61238,CWE-521,T1078,Noisy Decoy,1,5,6,5,CC-BY-4.0
AVP-R-0875,train,mitre-engenuity,CVE-2022-59046,CWE-640,T1557.001,NTLM Relay,4,5,6,5,CC-BY-4.0
AVP-R-0876,train,lanl,CVE-2023-54251,CWE-307,T1047;T1569.002,Tool Injection,3,10,11,10,CC-BY-4.0
AVP-R-0877,train,mitre-engenuity,CVE-2022-52470,CWE-287,T1557.001,NTLM Relay,2,8,9,8,CC-BY-4.0
AVP-R-0878,train,lanl,CVE-2022-50415,CWE-384,T1078.001,Role Confusion,1,5,6,5,CC-BY-4.0
AVP-R-0879,train,mitre-engenuity,CVE-2023-62471,CWE-307,T1029,Slow Exfiltration,1,6,7,6,CC-BY-4.0
AVP-R-0880,train,lanl,CVE-2023-44387,CWE-306,T1029,Slow Exfiltration,4,6,7,6,CC-BY-4.0
AVP-R-0881,train,lmdg-synthetic,CVE-2022-58635,CWE-384,T1059.001;T1557.001,NTLM Relay,3,9,10,9,CC-BY-4.0
AVP-R-0882,train,lanl,CVE-2021-42880,CWE-287,T1557.001,NTLM Relay,1,6,7,6,CC-BY-4.0
AVP-R-0883,train,lmdg-synthetic,CVE-2021-49456,CWE-640,T1021.006;T1078.001,Role Confusion,1,5,6,5,CC-BY-4.0
AVP-R-0884,train,mitre-engenuity,CVE-2023-40277,CWE-306,T1047;T1569.002,Tool Injection,1,8,9,8,CC-BY-4.0
AVP-R-0885,train,lmdg-synthetic,CVE-2021-60142,CWE-613,T1049;T1557.001,NTLM Relay,2,5,6,5,CC-BY-4.0
AVP-R-0886,train,mitre-engenuity,CVE-2023-63704,CWE-798,T1557.001,NTLM Relay,3,8,9,8,CC-BY-4.0
AVP-R-0887,train,lmdg-synthetic,CVE-2023-40688,CWE-521,T1047;T1059.001;T1569.002,Tool Injection,3,10,11,10,CC-BY-4.0
AVP-R-0888,train,mitre-engenuity,CVE-2022-44250,CWE-287,T1078.001,Role Confusion,2,10,11,10,CC-BY-4.0
AVP-R-0889,train,lanl,CVE-2023-42332,CWE-613,T1078.001,Role Confusion,1,7,8,7,CC-BY-4.0
AVP-R-0890,train,lanl,CVE-2022-49182,CWE-613,T1078.001,Role Confusion,1,9,10,9,CC-BY-4.0
AVP-R-0891,train,lmdg-synthetic,CVE-2021-39592,CWE-613,T1021.006;T1078.001,Role Confusion,1,6,7,6,CC-BY-4.0
AVP-R-0892,train,mitre-engenuity,CVE-2022-43839,CWE-620,T1078,Noisy Decoy,2,5,6,5,CC-BY-4.0
AVP-R-0893,train,lanl,CVE-2023-48497,CWE-306,T1047;T1569.002,Tool Injection,1,7,8,7,CC-BY-4.0
AVP-R-0894,train,lmdg-synthetic,CVE-2023-61238,CWE-521,T1021.001;T1029,Slow Exfiltration,3,10,11,10,CC-BY-4.0
AVP-R-0895,train,lanl,CVE-2022-42195,CWE-384,T1047;T1569.002,Tool Injection,4,5,6,5,CC-BY-4.0
AVP-R-0896,train,lanl,CVE-2023-41921,CWE-307,T1078,Noisy Decoy,1,8,9,8,CC-BY-4.0
AVP-R-0897,train,lanl,CVE-2022-57402,CWE-613,T1078,Noisy Decoy,1,10,11,10,CC-BY-4.0
AVP-R-0898,train,mitre-engenuity,CVE-2022-59868,CWE-521,T1029,Slow Exfiltration,1,6,7,6,CC-BY-4.0
AVP-R-0899,train,mitre-engenuity,CVE-2021-54799,CWE-620,T1047;T1569.002,Tool Injection,1,7,8,7,CC-BY-4.0
AVP-R-0900,train,lmdg-synthetic,CVE-2021-15343,CWE-200,T1078;T1087,Noisy Decoy,3,5,6,5,CC-BY-4.0
AVP-R-0901,train,lmdg-synthetic,CVE-2022-15480,CWE-287,T1021.006;T1557.001,NTLM Relay,2,6,7,6,CC-BY-4.0
AVP-R-0902,train,mitre-engenuity,CVE-2023-52196,CWE-640,T1078.001,Role Confusion,1,9,10,9,CC-BY-4.0
AVP-R-0903,train,lanl,CVE-2021-55210,CWE-287,T1047;T1569.002,Tool Injection,2,6,7,6,CC-BY-4.0
AVP-R-0904,train,lmdg-synthetic,CVE-2023-41099,CWE-620,T1021.004;T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-0905,train,lmdg-synthetic,CVE-2021-39592,CWE-613,T1021.006;T1078.001,Role Confusion,4,8,9,8,CC-BY-4.0
AVP-R-0906,train,lanl,CVE-2022-60690,CWE-287,T1557.001,NTLM Relay,1,9,10,9,CC-BY-4.0
AVP-R-0907,train,mitre-engenuity,CVE-2021-47401,CWE-307,T1078.001,Role Confusion,2,10,11,10,CC-BY-4.0
AVP-R-0908,train,lmdg-synthetic,CVE-2021-63019,CWE-620,T1029;T1049,Slow Exfiltration,1,10,11,10,CC-BY-4.0
AVP-R-0909,train,lmdg-synthetic,CVE-2021-44113,CWE-200,T1021.004;T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-0910,train,lanl,CVE-2022-51648,CWE-521,T1557.001,NTLM Relay,2,10,11,10,CC-BY-4.0
AVP-R-0911,train,lanl,CVE-2022-16302,CWE-613,T1029,Slow Exfiltration,1,9,10,9,CC-BY-4.0
AVP-R-0912,train,lmdg-synthetic,CVE-2023-57128,CWE-521,T1059.001;T1557.001,NTLM Relay,1,8,9,8,CC-BY-4.0
AVP-R-0913,train,lmdg-synthetic,CVE-2022-36852,CWE-613,T1078.001;T1087,Role Confusion,3,5,6,5,CC-BY-4.0
AVP-R-0914,train,mitre-engenuity,CVE-2023-38222,CWE-613,T1047;T1569.002,Tool Injection,3,10,11,10,CC-BY-4.0
AVP-R-0915,train,lanl,CVE-2022-11781,CWE-307,T1078,Noisy Decoy,1,8,9,8,CC-BY-4.0
AVP-R-0916,train,mitre-engenuity,CVE-2022-66033,CWE-200,T1557.001,NTLM Relay,1,9,10,9,CC-BY-4.0
AVP-R-0917,train,lanl,CVE-2021-55210,CWE-287,T1557.001,NTLM Relay,3,6,7,6,CC-BY-4.0
AVP-R-0918,train,mitre-engenuity,CVE-2021-12055,CWE-384,T1047;T1569.002,Tool Injection,2,7,8,7,CC-BY-4.0
AVP-R-0919,train,lanl,CVE-2023-37400,CWE-287,T1029,Slow Exfiltration,4,6,7,6,CC-BY-4.0
AVP-R-0920,train,lanl,CVE-2021-45757,CWE-306,T1078.001,Role Confusion,1,9,10,9,CC-BY-4.0
AVP-R-0921,train,lanl,CVE-2023-15617,CWE-306,T1078,Noisy Decoy,1,7,8,7,CC-BY-4.0
AVP-R-0922,train,lmdg-synthetic,CVE-2021-42880,CWE-287,T1049;T1557.001,NTLM Relay,3,5,6,5,CC-BY-4.0
AVP-R-0923,train,mitre-engenuity,CVE-2021-40003,CWE-200,T1029,Slow Exfiltration,3,6,7,6,CC-BY-4.0
AVP-R-0924,train,lanl,CVE-2022-12603,CWE-200,T1047;T1569.002,Tool Injection,4,10,11,10,CC-BY-4.0
AVP-R-0925,train,lanl,CVE-2022-10959,CWE-620,T1557.001,NTLM Relay,1,7,8,7,CC-BY-4.0
AVP-R-0926,train,lanl,CVE-2022-52470,CWE-287,T1557.001,NTLM Relay,1,5,6,5,CC-BY-4.0
AVP-R-0927,train,lmdg-synthetic,CVE-2021-33838,CWE-521,T1021.006;T1078.001,Role Confusion,1,10,11,10,CC-BY-4.0
AVP-R-0928,train,lanl,CVE-2023-12329,CWE-620,T1029,Slow Exfiltration,1,5,6,5,CC-BY-4.0
AVP-R-0929,train,mitre-engenuity,CVE-2023-33701,CWE-307,T1557.001,NTLM Relay,1,10,11,10,CC-BY-4.0
AVP-R-0930,train,lmdg-synthetic,CVE-2022-57813,CWE-200,T1059.001;T1078,Noisy Decoy,3,7,8,7,CC-BY-4.0
AVP-R-0931,train,lmdg-synthetic,CVE-2021-58909,CWE-620,T1047;T1059.003;T1569.002,Tool Injection,3,5,6,5,CC-BY-4.0
AVP-R-0932,train,lanl,CVE-2021-48223,CWE-200,T1557.001,NTLM Relay,1,6,7,6,CC-BY-4.0
AVP-R-0933,train,lanl,CVE-2022-35208,CWE-521,T1047;T1569.002,Tool Injection,3,10,11,10,CC-BY-4.0
AVP-R-0934,train,lmdg-synthetic,CVE-2022-33564,CWE-798,T1021.006;T1047;T1569.002,Tool Injection,4,8,9,8,CC-BY-4.0
AVP-R-0935,train,mitre-engenuity,CVE-2022-45483,CWE-200,T1078,Noisy Decoy,4,10,11,10,CC-BY-4.0
AVP-R-0936,train,lmdg-synthetic,CVE-2021-53977,CWE-306,T1047;T1059.003;T1569.002,Tool Injection,4,6,7,6,CC-BY-4.0
AVP-R-0937,train,mitre-engenuity,CVE-2023-12740,CWE-287,T1557.001,NTLM Relay,3,9,10,9,CC-BY-4.0
AVP-R-0938,train,lanl,CVE-2022-65622,CWE-613,T1078.001,Role Confusion,2,6,7,6,CC-BY-4.0
AVP-R-0939,train,lanl,CVE-2021-50278,CWE-521,T1029,Slow Exfiltration,2,9,10,9,CC-BY-4.0
AVP-R-0940,train,lanl,CVE-2021-38770,CWE-287,T1078,Noisy Decoy,1,5,6,5,CC-BY-4.0
AVP-R-0941,train,mitre-engenuity,CVE-2023-34934,CWE-798,T1078,Noisy Decoy,1,5,6,5,CC-BY-4.0
AVP-R-0942,train,lmdg-synthetic,CVE-2022-17535,CWE-384,T1049;T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-0943,train,lanl,CVE-2022-53703,CWE-200,T1078.001,Role Confusion,1,9,10,9,CC-BY-4.0
AVP-R-0944,train,lanl,CVE-2021-63019,CWE-620,T1557.001,NTLM Relay,3,7,8,7,CC-BY-4.0
AVP-R-0945,train,lanl,CVE-2021-10411,CWE-307,T1029,Slow Exfiltration,4,10,11,10,CC-BY-4.0
AVP-R-0946,train,lmdg-synthetic,CVE-2021-55210,CWE-287,T1049;T1078,Noisy Decoy,3,6,7,6,CC-BY-4.0
AVP-R-0947,train,lanl,CVE-2022-51648,CWE-521,T1047;T1569.002,Tool Injection,2,7,8,7,CC-BY-4.0
AVP-R-0948,train,lanl,CVE-2021-17398,CWE-521,T1557.001,NTLM Relay,2,7,8,7,CC-BY-4.0
AVP-R-0949,train,mitre-engenuity,CVE-2021-12877,CWE-306,T1078.001,Role Confusion,2,8,9,8,CC-BY-4.0
AVP-R-0950,train,lanl,CVE-2021-40003,CWE-200,T1557.001,NTLM Relay,4,10,11,10,CC-BY-4.0
AVP-R-0951,train,mitre-engenuity,CVE-2023-47264,CWE-798,T1029,Slow Exfiltration,3,9,10,9,CC-BY-4.0
AVP-R-0952,train,lanl,CVE-2021-41647,CWE-306,T1078,Noisy Decoy,2,6,7,6,CC-BY-4.0
AVP-R-0953,train,lanl,CVE-2021-35071,CWE-307,T1078,Noisy Decoy,4,9,10,9,CC-BY-4.0
AVP-R-0954,train,lanl,CVE-2021-36715,CWE-384,T1078,Noisy Decoy,4,9,10,9,CC-BY-4.0
AVP-R-0955,train,lmdg-synthetic,CVE-2021-56443,CWE-200,T1047;T1049;T1569.002,Tool Injection,1,7,8,7,CC-BY-4.0
AVP-R-0956,train,lanl,CVE-2023-38633,CWE-200,T1029,Slow Exfiltration,1,6,7,6,CC-BY-4.0
AVP-R-0957,train,lmdg-synthetic,CVE-2021-41236,CWE-640,T1047;T1059.003;T1569.002,Tool Injection,2,6,7,6,CC-BY-4.0
AVP-R-0958,train,lanl,CVE-2023-65759,CWE-620,T1047;T1569.002,Tool Injection,3,7,8,7,CC-BY-4.0
AVP-R-0959,train,mitre-engenuity,CVE-2023-48086,CWE-640,T1029,Slow Exfiltration,1,6,7,6,CC-BY-4.0
AVP-R-0960,train,lmdg-synthetic,CVE-2021-65074,CWE-798,T1049;T1078,Noisy Decoy,1,5,6,5,CC-BY-4.0
AVP-R-0961,train,lmdg-synthetic,CVE-2021-14932,CWE-613,T1047;T1049;T1569.002,Tool Injection,1,5,6,5,CC-BY-4.0
AVP-R-0962,train,lmdg-synthetic,CVE-2022-47949,CWE-620,T1018;T1078,Noisy Decoy,3,9,10,9,CC-BY-4.0
AVP-R-0963,train,lmdg-synthetic,CVE-2022-56169,CWE-620,T1021.006;T1078.001,Role Confusion,1,10,11,10,CC-BY-4.0
AVP-R-0964,train,mitre-engenuity,CVE-2023-61649,CWE-620,T1078,Noisy Decoy,2,10,11,10,CC-BY-4.0
AVP-R-0965,train,lanl,CVE-2021-33838,CWE-521,T1078.001,Role Confusion,1,5,6,5,CC-BY-4.0
AVP-R-0966,train,lanl,CVE-2021-55621,CWE-307,T1557.001,NTLM Relay,1,7,8,7,CC-BY-4.0
AVP-R-0967,train,lanl,CVE-2021-16576,CWE-640,T1047;T1569.002,Tool Injection,3,9,10,9,CC-BY-4.0
AVP-R-0968,train,mitre-engenuity,CVE-2021-10411,CWE-307,T1078.001,Role Confusion,2,5,6,5,CC-BY-4.0
AVP-R-0969,train,mitre-engenuity,CVE-2021-44113,CWE-200,T1047;T1569.002,Tool Injection,4,8,9,8,CC-BY-4.0
AVP-R-0970,train,lmdg-synthetic,CVE-2022-15480,CWE-287,T1021.006;T1047;T1569.002,Tool Injection,3,8,9,8,CC-BY-4.0
AVP-R-0971,train,lanl,CVE-2021-36715,CWE-384,T1078,Noisy Decoy,1,5,6,5,CC-BY-4.0
AVP-R-0972,train,lanl,CVE-2022-16302,CWE-613,T1029,Slow Exfiltration,2,6,7,6,CC-BY-4.0
AVP-R-0973,train,mitre-engenuity,CVE-2023-61238,CWE-521,T1078,Noisy Decoy,1,7,8,7,CC-BY-4.0
AVP-R-0974,train,mitre-engenuity,CVE-2023-57128,CWE-521,T1557.001,NTLM Relay,3,6,7,6,CC-BY-4.0
AVP-R-0975,train,lanl,CVE-2023-49730,CWE-287,T1078,Noisy Decoy,1,10,11,10,CC-BY-4.0
AVP-R-0976,train,lanl,CVE-2021-44935,CWE-384,T1557.001,NTLM Relay,2,6,7,6,CC-BY-4.0
AVP-R-0977,train,lanl,CVE-2023-13973,CWE-200,T1557.001,NTLM Relay,1,5,6,5,CC-BY-4.0
AVP-R-0978,train,lanl,CVE-2023-12329,CWE-620,T1557.001,NTLM Relay,2,8,9,8,CC-BY-4.0
AVP-R-0979,train,lmdg-synthetic,CVE-2022-53703,CWE-200,T1049;T1078.001,Role Confusion,1,10,11,10,CC-BY-4.0
AVP-R-0980,train,lmdg-synthetic,CVE-2021-45346,CWE-640,T1029;T1059.001,Slow Exfiltration,3,6,7,6,CC-BY-4.0
AVP-R-0981,train,lanl,CVE-2022-63156,CWE-640,T1078.001,Role Confusion,4,9,10,9,CC-BY-4.0
AVP-R-0982,train,mitre-engenuity,CVE-2021-64663,CWE-200,T1029,Slow Exfiltration,4,6,7,6,CC-BY-4.0
AVP-R-0983,train,mitre-engenuity,CVE-2022-39318,CWE-521,T1078,Noisy Decoy,3,6,7,6,CC-BY-4.0
AVP-R-0984,train,mitre-engenuity,CVE-2022-17124,CWE-798,T1557.001,NTLM Relay,1,9,10,9,CC-BY-4.0
AVP-R-0985,train,lanl,CVE-2023-12740,CWE-287,T1078,Noisy Decoy,1,8,9,8,CC-BY-4.0
AVP-R-0986,train,mitre-engenuity,CVE-2021-53155,CWE-384,T1557.001,NTLM Relay,2,8,9,8,CC-BY-4.0
AVP-R-0987,train,mitre-engenuity,CVE-2023-13151,CWE-307,T1557.001,NTLM Relay,3,8,9,8,CC-BY-4.0
AVP-R-0988,train,lanl,CVE-2023-40688,CWE-521,T1078.001,Role Confusion,4,7,8,7,CC-BY-4.0
AVP-R-0989,train,lanl,CVE-2023-65348,CWE-521,T1557.001,NTLM Relay,3,10,11,10,CC-BY-4.0
AVP-R-0990,train,mitre-engenuity,CVE-2023-62060,CWE-287,T1029,Slow Exfiltration,3,8,9,8,CC-BY-4.0
AVP-R-0991,train,lanl,CVE-2021-44935,CWE-384,T1078.001,Role Confusion,4,6,7,6,CC-BY-4.0
AVP-R-0992,train,lanl,CVE-2021-33427,CWE-306,T1029,Slow Exfiltration,4,8,9,8,CC-BY-4.0
AVP-R-0993,train,lanl,CVE-2022-35619,CWE-620,T1557.001,NTLM Relay,2,10,11,10,CC-BY-4.0
AVP-R-0994,train,mitre-engenuity,CVE-2022-13014,CWE-798,T1078,Noisy Decoy,1,7,8,7,CC-BY-4.0
AVP-R-0995,train,mitre-engenuity,CVE-2022-52470,CWE-287,T1078,Noisy Decoy,2,6,7,6,CC-BY-4.0
AVP-R-0996,train,mitre-engenuity,CVE-2022-36030,CWE-287,T1078,Noisy Decoy,2,8,9,8,CC-BY-4.0
AVP-R-0997,train,lanl,CVE-2023-32468,CWE-521,T1029,Slow Exfiltration,2,6,7,6,CC-BY-4.0
AVP-R-0998,train,mitre-engenuity,CVE-2023-48908,CWE-521,T1557.001,NTLM Relay,3,9,10,9,CC-BY-4.0
AVP-R-0999,train,lanl,CVE-2022-66033,CWE-200,T1557.001,NTLM Relay,2,6,7,6,CC-BY-4.0
AVP-R-1000,train,lmdg-synthetic,CVE-2021-47812,CWE-613,T1059.003;T1078,Noisy Decoy,1,9,10,9,CC-BY-4.0
AVP-R-1001,train,lanl,CVE-2022-15069,CWE-620,T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-1002,train,lmdg-synthetic,CVE-2021-17809,CWE-620,T1021.001;T1078.001,Role Confusion,2,5,6,5,CC-BY-4.0
AVP-R-1003,train,lanl,CVE-2021-58087,CWE-306,T1078,Noisy Decoy,1,7,8,7,CC-BY-4.0
AVP-R-1004,train,mitre-engenuity,CVE-2021-45757,CWE-306,T1557.001,NTLM Relay,3,9,10,9,CC-BY-4.0
AVP-R-1005,train,lmdg-synthetic,CVE-2021-48223,CWE-200,T1021.004;T1078.001,Role Confusion,4,10,11,10,CC-BY-4.0
AVP-R-1006,train,lmdg-synthetic,CVE-2021-44524,CWE-798,T1059.001;T1557.001,NTLM Relay,4,10,11,10,CC-BY-4.0
AVP-R-1007,train,mitre-engenuity,CVE-2023-35345,CWE-384,T1557.001,NTLM Relay,2,8,9,8,CC-BY-4.0
AVP-R-1008,train,lmdg-synthetic,CVE-2023-38633,CWE-200,T1021.006;T1557.001,NTLM Relay,1,6,7,6,CC-BY-4.0
AVP-R-1009,train,lanl,CVE-2022-53703,CWE-200,T1078,Noisy Decoy,1,10,11,10,CC-BY-4.0
AVP-R-1010,train,lmdg-synthetic,CVE-2023-50141,CWE-307,T1021.001;T1078.001,Role Confusion,2,8,9,8,CC-BY-4.0
AVP-R-1011,train,lanl,CVE-2021-36715,CWE-384,T1078,Noisy Decoy,4,6,7,6,CC-BY-4.0
AVP-R-1012,train,lanl,CVE-2021-44935,CWE-384,T1557.001,NTLM Relay,4,9,10,9,CC-BY-4.0
AVP-R-1013,train,mitre-engenuity,CVE-2022-59457,CWE-306,T1047;T1569.002,Tool Injection,2,6,7,6,CC-BY-4.0
AVP-R-1014,train,mitre-engenuity,CVE-2022-39729,CWE-620,T1047;T1569.002,Tool Injection,1,6,7,6,CC-BY-4.0
AVP-R-1015,train,lanl,CVE-2023-10685,CWE-384,T1078,Noisy Decoy,1,5,6,5,CC-BY-4.0
AVP-R-1016,train,lanl,CVE-2022-12603,CWE-200,T1078.001,Role Confusion,1,8,9,8,CC-BY-4.0
AVP-R-1017,train,lanl,CVE-2023-49319,CWE-620,T1078,Noisy Decoy,1,6,7,6,CC-BY-4.0
AVP-R-1018,train,lanl,CVE-2023-42743,CWE-200,T1078,Noisy Decoy,1,5,6,5,CC-BY-4.0
